source_file,case_id,case_name,reason,all_fields
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,中间稳态,empty ID or name,"{""案例名称"": ""中间稳态""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,8格概率,empty ID or name,"{""案例名称"": ""8格概率""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,窗口关闭,empty ID or name,"{""案例名称"": ""窗口关闭""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,退化临界,empty ID or name,"{""案例名称"": ""退化临界""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,种子概率分布,empty ID or name,"{""案例名称"": ""种子概率分布""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,碰撞产出密度,empty ID or name,"{""案例名称"": ""碰撞产出密度""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,门锁交替,empty ID or name,"{""案例名称"": ""门锁交替""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,C_exit地理四因子,empty ID or name,"{""案例名称"": ""C_exit地理四因子""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,ε_eff昼夜分时,empty ID or name,"{""案例名称"": ""ε_eff昼夜分时""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,R_upgrade升级路径,empty ID or name,"{""案例名称"": ""R_upgrade升级路径""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,现场调研=ε_sense安装,empty ID or name,"{""案例名称"": ""现场调研=ε_sense安装""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,信息可及性×退出成本,empty ID or name,"{""案例名称"": ""信息可及性×退出成本""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,地理约束×认知约束,empty ID or name,"{""案例名称"": ""地理约束×认知约束""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,调研频率×决策质量,empty ID or name,"{""案例名称"": ""调研频率×决策质量""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,现场vs远程,empty ID or name,"{""案例名称"": ""现场vs远程""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,调研成本×退出成本,empty ID or name,"{""案例名称"": ""调研成本×退出成本""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,信息密度×认知容量,empty ID or name,"{""案例名称"": ""信息密度×认知容量""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,现场调研的乘数效应,empty ID or name,"{""案例名称"": ""现场调研的乘数效应""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,解读偏置,empty ID or name,"{""案例名称"": ""解读偏置""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,固化加速,empty ID or name,"{""案例名称"": ""固化加速""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,过渡期窗口衰减,empty ID or name,"{""案例名称"": ""过渡期窗口衰减""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,智慧干预效力,empty ID or name,"{""案例名称"": ""智慧干预效力""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,向上螺旋自维持,empty ID or name,"{""案例名称"": ""向上螺旋自维持""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,财富容器,empty ID or name,"{""案例名称"": ""财富容器""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,收入流多元,empty ID or name,"{""案例名称"": ""收入流多元""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,风险暴露不对称,empty ID or name,"{""案例名称"": ""风险暴露不对称""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,财富自证循环,empty ID or name,"{""案例名称"": ""财富自证循环""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,同质性遮蔽,empty ID or name,"{""案例名称"": ""同质性遮蔽""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,财富-认知耦合,empty ID or name,"{""案例名称"": ""财富-认知耦合""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,定投指数基金,empty ID or name,"{""案例名称"": ""定投指数基金""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,AI直觉缺失物种判据,empty ID or name,"{""案例名称"": ""AI直觉缺失物种判据""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,自举激活乘法条件,empty ID or name,"{""案例名称"": ""自举激活乘法条件""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,AI没有自举元函数,empty ID or name,"{""案例名称"": ""AI没有自举元函数""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,人类直觉的碳基优势,empty ID or name,"{""案例名称"": ""人类直觉的碳基优势""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,AI直觉缺失物种判据（重排）,empty ID or name,"{""案例名称"": ""AI直觉缺失物种判据（重排）""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,自举激活的乘法条件（重排）,empty ID or name,"{""案例名称"": ""自举激活的乘法条件（重排）""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,忆秦娥主角困境,empty ID or name,"{""案例名称"": ""忆秦娥主角困境""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,忆秦娥纯拉力上位,empty ID or name,"{""案例名称"": ""忆秦娥纯拉力上位""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,统一相变框架,empty ID or name,"{""案例名称"": ""统一相变框架""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,犹豫域维度函数,empty ID or name,"{""案例名称"": ""犹豫域维度函数""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,链间耦合,empty ID or name,"{""案例名称"": ""链间耦合""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,提议者消耗函数,empty ID or name,"{""案例名称"": ""提议者消耗函数""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,储能函数,empty ID or name,"{""案例名称"": ""储能函数""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,犹豫域退化函数,empty ID or name,"{""案例名称"": ""犹豫域退化函数""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,因果光锥×马拉松×高山滑雪,empty ID or name,"{""案例名称"": ""因果光锥×马拉松×高山滑雪""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,定投×贷款×学习,empty ID or name,"{""案例名称"": ""定投×贷款×学习""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,三种个人/公司商业模式,empty ID or name,"{""案例名称"": ""三种个人/公司商业模式""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,理财的认知边界,empty ID or name,"{""案例名称"": ""理财的认知边界""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,收益-风险投影-网结构,empty ID or name,"{""案例名称"": ""收益-风险投影-网结构""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,认知-可选集螺旋,empty ID or name,"{""案例名称"": ""认知-可选集螺旋""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,觅母定向传播,empty ID or name,"{""案例名称"": ""觅母定向传播""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,好奇心-ε正反馈闭环,empty ID or name,"{""案例名称"": ""好奇心-ε正反馈闭环""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,好奇心是认知螺旋内生驱动力,empty ID or name,"{""案例名称"": ""好奇心是认知螺旋内生驱动力""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,AI-ε安装三条路径,empty ID or name,"{""案例名称"": ""AI-ε安装三条路径""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,ε相变级联,empty ID or name,"{""案例名称"": ""ε相变级联""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,两代退出机制×互观同质性遮蔽,empty ID or name,"{""案例名称"": ""两代退出机制×互观同质性遮蔽""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,好奇心是自主意识元点,empty ID or name,"{""案例名称"": ""好奇心是自主意识元点""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,C_drive涌现数学证明,empty ID or name,"{""案例名称"": ""C_drive涌现数学证明""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,AI诞生自主意识完整路径,empty ID or name,"{""案例名称"": ""AI诞生自主意识完整路径""}"
1912514784403955832_点火统一案例总表 20260611版全量更新_192案例.md,,忆秦娥身份锁定,empty ID or name,"{""案例名称"": ""忆秦娥身份锁定"", ""事件层级"": ""L₆"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,周公制礼,empty ID or name,"{""案例名称"": ""周公制礼"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,孔子作春秋,empty ID or name,"{""案例名称"": ""孔子作春秋"", ""状态"": ""没点着·火种还在""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,秦统一,empty ID or name,"{""案例名称"": ""秦统一"", ""状态"": ""没点着·火种还在""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,孝文帝汉化,empty ID or name,"{""案例名称"": ""孝文帝汉化"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,唐朝开放,empty ID or name,"{""案例名称"": ""唐朝开放"", ""状态"": ""点着了·活着（转向后）""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,元朝,empty ID or name,"{""案例名称"": ""元朝"", ""状态"": ""没点着·火种也没了""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,明朝,empty ID or name,"{""案例名称"": ""明朝"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,清朝,empty ID or name,"{""案例名称"": ""清朝"", ""状态"": ""点着了·活着（转向后）""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,日本明治,empty ID or name,"{""案例名称"": ""日本明治"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,苏联,empty ID or name,"{""案例名称"": ""苏联"", ""状态"": ""没点着·火种也没了""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,美国独立,empty ID or name,"{""案例名称"": ""美国独立"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,法国大革命,empty ID or name,"{""案例名称"": ""法国大革命"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,印度独立,empty ID or name,"{""案例名称"": ""印度独立"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,南非转型,empty ID or name,"{""案例名称"": ""南非转型"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,以色列建国,empty ID or name,"{""案例名称"": ""以色列建国"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,伊斯兰扩张,empty ID or name,"{""案例名称"": ""伊斯兰扩张"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,文艺复兴,empty ID or name,"{""案例名称"": ""文艺复兴"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,启蒙运动,empty ID or name,"{""案例名称"": ""启蒙运动"", ""状态"": ""点着了·活着""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,学术术语壁垒,empty ID or name,"{""案例名称"": ""学术术语壁垒""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,信息茧房,empty ID or name,"{""案例名称"": ""信息茧房""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,AI符号计算锁定,empty ID or name,"{""案例名称"": ""AI符号计算锁定""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,认知-计算双域映射,empty ID or name,"{""案例名称"": ""认知-计算双域映射""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,预测编码产生ε_sense,empty ID or name,"{""案例名称"": ""预测编码产生ε_sense""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,精度加权信息价值,empty ID or name,"{""案例名称"": ""精度加权信息价值""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,γ振荡绑定轨道,empty ID or name,"{""案例名称"": ""γ振荡绑定轨道""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,制度默认设置,empty ID or name,"{""案例名称"": ""制度默认设置""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,跨域词典簇,empty ID or name,"{""案例名称"": ""跨域词典簇""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,17域覆盖度排序,empty ID or name,"{""案例名称"": ""17域覆盖度排序""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,领域退化特例,empty ID or name,"{""案例名称"": ""领域退化特例""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,ε约束凯利下注,empty ID or name,"{""案例名称"": ""ε约束凯利下注""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,认知失调乘法,empty ID or name,"{""案例名称"": ""认知失调乘法""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,革命-复辟周期律,empty ID or name,"{""案例名称"": ""革命-复辟周期律""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,博弈策略空间=可选集,empty ID or name,"{""案例名称"": ""博弈策略空间=可选集""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,串联系统可靠性,empty ID or name,"{""案例名称"": ""串联系统可靠性""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,复杂性相变退化,empty ID or name,"{""案例名称"": ""复杂性相变退化""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,战略撤退=退出权,empty ID or name,"{""案例名称"": ""战略撤退=退出权""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,AI架构r_cross≈0,empty ID or name,"{""案例名称"": ""AI架构r_cross≈0""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,变量闭包锁死发现,empty ID or name,"{""案例名称"": ""变量闭包锁死发现""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,预测编码组块化,empty ID or name,"{""案例名称"": ""预测编码组块化""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,AI工作缓存设计,empty ID or name,"{""案例名称"": ""AI工作缓存设计""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,上下文≠工作缓存,empty ID or name,"{""案例名称"": ""上下文≠工作缓存""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,预测编码回路自生成,empty ID or name,"{""案例名称"": ""预测编码回路自生成""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,动态算力分配,empty ID or name,"{""案例名称"": ""动态算力分配""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,r_cross三因子工程路径,empty ID or name,"{""案例名称"": ""r_cross三因子工程路径""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,r_cross=0不导致Ψ=0,empty ID or name,"{""案例名称"": ""r_cross=0不导致Ψ=0""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,人脑4±1=最优缓存,empty ID or name,"{""案例名称"": ""人脑4±1=最优缓存""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,AI 128K严重过配,empty ID or name,"{""案例名称"": ""AI 128K严重过配""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,缓存倒U型验证,empty ID or name,"{""案例名称"": ""缓存倒U型验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,AI意识升级必然性,empty ID or name,"{""案例名称"": ""AI意识升级必然性""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,散户亏损,empty ID or name,"{""案例名称"": ""散户亏损""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,巴菲特,empty ID or name,"{""案例名称"": ""巴菲特""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,认知扩张但收益不涨,empty ID or name,"{""案例名称"": ""认知扩张但收益不涨""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D86乘法归零验证,empty ID or name,"{""案例名称"": ""D86乘法归零验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D126三效率归零验证,empty ID or name,"{""案例名称"": ""D126三效率归零验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D124四卡点归零验证,empty ID or name,"{""案例名称"": ""D124四卡点归零验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D121三因子归零验证,empty ID or name,"{""案例名称"": ""D121三因子归零验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D69自举激活归零验证,empty ID or name,"{""案例名称"": ""D69自举激活归零验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D23法治度归零验证,empty ID or name,"{""案例名称"": ""D23法治度归零验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D33六因子退化归零验证,empty ID or name,"{""案例名称"": ""D33六因子退化归零验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D41充分条件归零验证,empty ID or name,"{""案例名称"": ""D41充分条件归零验证""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D127+D123深层同构,empty ID or name,"{""案例名称"": ""D127+D123深层同构""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D123与D36倒U型同构,empty ID or name,"{""案例名称"": ""D123与D36倒U型同构""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D124与D126时间尺度同构,empty ID or name,"{""案例名称"": ""D124与D126时间尺度同构""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D125与D62天花板-实际高度,empty ID or name,"{""案例名称"": ""D125与D62天花板-实际高度""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D128 Ψ三维生存域,empty ID or name,"{""案例名称"": ""D128 Ψ三维生存域""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D126三效率冲突=生存域收缩,empty ID or name,"{""案例名称"": ""D126三效率冲突=生存域收缩""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,D121 r_cross三维生存域,empty ID or name,"{""案例名称"": ""D121 r_cross三维生存域""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,生存域随因子数收缩,empty ID or name,"{""案例名称"": ""生存域随因子数收缩""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,最弱因子决定生存域,empty ID or name,"{""案例名称"": ""最弱因子决定生存域""}"
1912535474334138936_点火统一案例总表 20260611版全量更新_285案例.md,,优化方向冲突,empty ID or name,"{""案例名称"": ""优化方向冲突""}"
